PLAYER,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,Season,Team,GW18,GW19,GW20,GW21
Gary Guyton,,Q,Q,Q,Q,,,,Q,Q,Q,Q,,,,,,11,NWE,,,,
Albert Haynesworth,,,Q,Q,Q,Q,Q,Q,,,,,,,,,,11,NWE,,,,
Aaron Hernandez,,,O,O,Q,Q,,Q,,,,,,,,,,11,NWE,P,,,
James Ihedigbo,,,,,,,,,,Q,Q,Q,Q,Q,Q,Q,Q,11,NWE,Q,P,,
Chad Johnson,,,,,,,,,,,Q,Q,,,,,,11,NWE,P,,,
Dan Koppen,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,11,NWE,IR,IR,,
Matt Light,,,,,,,,,,,Q,P,,,O,Q,Q,11,NWE,,P,,
Kyle Love,,,,,Q,Q,,,,,,,,,,,,11,NWE,Q,P,,
Logan Mankins,,,,Q,,,,,,,,,,,,O,Q,11,NWE,Q,P,,
Jerod Mayo,,P,P,Q,O,D,Q,Q,Q,,,,,,,,,11,NWE,,,,
Devin McCourty,,,,,,,,,,Q,Q,Q,Q,Q,Q,Q,Q,11,NWE,,,,
Zoltan Mesko,,,Q,Q,,,,,,,,,,,,,,11,NWE,,,,
Antwaun Molden,,,,,,,,,,,,Q,,,,,,11,NWE,,,,
Rob Ninkovich,,,,,,,,,,,,,,,,Q,Q,11,NWE,Q,P,,
Taylor Price,Q,Q,Q,Q,,,,O,Q,Q,Q,Q,,,,,,11,NWE,,,,
Myron Pryor,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,11,NWE,IR,IR,,
Stevan Ridley,Q,Q,,,,,,,,,,,,,,,,11,NWE,,,,
Matthew Slater,,,,,,Q,,,,Q,Q,Q,Q,Q,Q,Q,Q,11,NWE,P,P,,
Nate Solder,,,,,,,,,Q,Q,,,,,,,,11,NWE,Q,,,
Brandon Spikes,,,,,,,,,O,Q,Q,Q,Q,Q,Q,Q,Q,11,NWE,Q,P,,
Jeff Tarpinian,Q,,,,,,,,,Q,IR,IR,IR,IR,IR,IR,IR,11,NWE,IR,IR,,
Shane Vereen,Q,Q,,,,,,,,,,Q,Q,Q,Q,Q,Q,11,NWE,,,,
Sebastian Vollmer,Q,Q,Q,Q,Q,D,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,11,NWE,Q,Q,,
Brian Waters,,,,,,,,,,Q,Q,P,,,Q,Q,,11,NWE,,,,
Wes Welker,,,,,,,,P,P,Q,Q,,P,Q,P,Q,P,11,NWE,Q,P,,
Ryan Wendell,Q,Q,Q,Q,,,,,,,,Q,Q,Q,Q,,,11,NWE,,,,
Tracy White,,,,,,,,,,,,,,,,Q,Q,11,NWE,Q,P,,
Danny Woodhead,,,,,O,D,,,Q,,,Q,Q,Q,Q,,,11,NWE,,,,
Mike Wright,,O,Q,D,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,11,NWE,IR,IR,,
Will Allen,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,12,NWE,IR,,,
Kyle Arrington,,,,,,,,Q,Q,,,,,Q,,,,12,NWE,,,,
Jake Ballard,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,IR,IR,IR,IR,IR,IR,IR,12,NWE,IR,,,
Josh Barrett,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,12,NWE,IR,,,
Brandon Bolden,,,,,Q,Q,Q,Q,D,,,,P,,,,,12,NWE,,,,
Ron Brace,,,,,,,Q,Q,Q,Q,Q,Q,Q,Q,,,,12,NWE,,,,
Tom Brady,,,,P,P,P,,,,,,,,,P,,,12,NWE,,,,
Deion Branch,,,,,,,,,,Q,,,,,,,,12,NWE,,,,
Patrick Chung,P,P,P,,,,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,12,NWE,,,,
Marquice Cole,,,,,,,,,,,,,,,,Q,Q,12,NWE,P,,,
Dan Connolly,,Q,Q,,,,,,,Q,Q,Q,Q,Q,Q,Q,Q,12,NWE,,,,
Brandon Deaderick,,,Q,Q,Q,Q,,,,,,,,,,,,12,NWE,,,,
Jeff Demps,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,12,NWE,IR,,,
Alfonzo Dennard,Q,Q,Q,Q,,,,,,,,,,Q,Q,Q,Q,12,NWE,,,,
Ras-I Dowling,,,,,,,,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,12,NWE,IR,,,
Nate Ebner,,,,,,,,,,,,,,,,Q,Q,12,NWE,,,,
Julian Edelman,,,,Q,D,D,Q,P,P,P,D,Q,IR,IR,IR,IR,IR,12,NWE,IR,,,
Daniel Fells,Q,Q,Q,,,,,,,,,,,,,,,12,NWE,,,,
Dane Fletcher,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,12,NWE,IR,,,
Justin Francis,,,Q,Q,Q,Q,,,,,,,,,,,,12,NWE,,,,
Steve Gregory,,,,,Q,Q,Q,Q,Q,Q,Q,,,,,,,12,NWE,,,,
Rob Gronkowski,,,,Q,Q,Q,P,P,Q,Q,O,O,O,O,O,Q,Q,12,NWE,O,,,
Brad Herman,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,12,NWE,IR,,,
Aaron Hernandez,,D,O,O,O,Q,P,P,Q,Q,Q,P,P,Q,Q,P,Q,12,NWE,,,,
Dont'a Hightower,,,,,Q,Q,Q,P,Q,Q,Q,Q,Q,Q,Q,Q,Q,12,NWE,,,,
Michael Hoomanawanui,,,,,Q,Q,Q,,,,,,,,,,,12,NWE,,,,
Chandler Jones,,,,,,,,,,,Q,Q,Q,Q,Q,Q,Q,12,NWE,Q,,,
Spencer Larsen,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,12,NWE,IR,,,
Brandon Lloyd,,,Q,,,,,P,Q,Q,Q,Q,Q,Q,Q,P,Q,12,NWE,,,,
Kyle Love,,,,Q,Q,P,P,P,P,P,,Q,Q,Q,Q,Q,,12,NWE,Q,,,
Logan Mankins,,,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,12,NWE,,,,
Jerod Mayo,,,,,,,,Q,Q,P,,P,P,P,Q,Q,Q,12,NWE,,,,
Nick McDonald,D,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,12,NWE,Q,,,
Sterling Moore,Q,Q,Q,Q,Q,Q,Q,Q,,,,,,,,,,12,NWE,,,,
Rob Ninkovich,,,,,,,,,,,,,,,,,Q,12,NWE,,,,
Mitch Petrus,,,,,,,,,,,,Q,Q,,,,,12,NWE,,,,
Myron Pryor,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,IR,IR,IR,IR,IR,IR,IR,12,NWE,IR,,,
Jamey Richard,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,12,NWE,IR,,,
Mike Rivera,,,,,,,,,,,,,,,Q,Q,Q,12,NWE,,,,
Trevor Scott,,,,,,,,O,Q,Q,Q,,,,,,Q,12,NWE,P,,,
Visanthe Shiancoe,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,12,NWE,,,,
Matthew Slater,,,,,,,,,,,,Q,,,,,,12,NWE,,,,
Nate Solder,,,,,,,,,,,,,,,Q,Q,,12,NWE,,,,
Brandon Spikes,,,,,,,,,Q,Q,Q,Q,Q,Q,Q,Q,Q,12,NWE,,,,
Donte' Stallworth,,,,,,,,,,,,,,IR,IR,IR,IR,12,NWE,IR,,,
Aqib Talib,,,,,,,,,,P,,,,Q,Q,Q,P,12,NWE,Q,,,
Shane Vereen,D,Q,Q,Q,Q,Q,,,,,,,,,,,,12,NWE,,,,
Sebastian Vollmer,Q,Q,Q,Q,Q,Q,Q,P,Q,Q,Q,Q,Q,Q,Q,Q,,12,NWE,,,,
Wes Welker,,,,,,P,P,P,Q,Q,Q,Q,Q,Q,Q,P,Q,12,NWE,,,,
Tracy White,,,,,,Q,Q,Q,Q,Q,Q,Q,,Q,Q,Q,Q,12,NWE,,,,
Vince Wilfork,,,,,,,,P,,,,,,,,,,12,NWE,,,,
Malcolm Williams,,,,,,,,,,Q,,,,,,,,12,NWE,,,,
Tavon Wilson,,,,,,,,,,P,,,,,,,,12,NWE,,,,
Danny Woodhead,,,,,,,,,,,,,,,,,Q,12,NWE,Q,,,
Markus Zusevics,O,O,O,O,O,O,O,O,O,O,O,Q,Q,,,,,12,NWE,,,,
Danny Amendola,Q,Q,D,Q,Q,P,O,Q,Q,P,P,P,P,P,Q,P,,13,NWE,,,,
Armond Armstead,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,13,NWE,O,,,
Kyle Arrington,,,,Q,Q,P,P,P,Q,Q,P,Q,Q,Q,Q,Q,,13,NWE,,,,
Brandon Bolden,Q,Q,Q,Q,Q,P,Q,Q,Q,Q,,,,,,,,13,NWE,,,,
Josh Boyce,,,,,,,,,,,,,,,D,Q,,13,NWE,,,,
Tom Brady,,,,,,,,P,P,P,P,P,P,Q,P,P,,13,NWE,,,,
Marcus Cannon,,,,,,,Q,Q,Q,,,Q,Q,Q,Q,Q,,13,NWE,,,,
Marquice Cole,,P,,Q,Q,,,,,,,Q,Q,Q,,,,13,NWE,,,,
Austin Collie,,,,,,,,,,,,,,,,,,13,NWE,,,,
Dan Connolly,,,Q,,,,Q,,,,,,,,,,,13,NWE,,,,
Alfonzo Dennard,,P,,,,,,,,Q,,Q,Q,Q,Q,Q,,13,NWE,,,,
Aaron Dobson,Q,Q,,D,Q,Q,,,,,,Q,Q,Q,Q,Q,,13,NWE,,,,
Nate Ebner,Q,Q,Q,Q,Q,P,,,,,,,,,,,,13,NWE,,,,
Julian Edelman,,,,,,,Q,Q,P,,,,,,,,,13,NWE,,,,
Dane Fletcher,,,,,,,,,,,,,,,Q,Q,,13,NWE,,,,
Tyronne Green,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,13,NWE,IR,,,
Steve Gregory,,,,,,,,,,O,Q,Q,Q,Q,Q,Q,,13,NWE,,,,
Cory Grissom,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,13,NWE,IR,,,
Rob Gronkowski,D,Q,D,Q,D,P,Q,P,P,P,P,P,Q,IR,IR,IR,IR,13,NWE,IR,,,
Duron Harmon,Q,Q,,,,,,,,,,,,,,,,13,NWE,,,,
Mark Harrison,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,13,NWE,O,,,
Dont'a Hightower,,,,,Q,P,,,,,,,,,,,,13,NWE,,,,
Michael Hoomanawanui,,,,,,,Q,Q,Q,,Q,Q,P,Q,Q,P,,13,NWE,,,,
Tommy Kelly,,,,,,Q,Q,Q,Q,IR,IR,IR,IR,IR,IR,IR,IR,13,NWE,IR,,,
Jerod Mayo,,,,Q,Q,P,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,13,NWE,IR,,,
Devin McCourty,,,,,,,Q,P,,,,,,,,Q,,13,NWE,,,,
T.J. Moe,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,13,NWE,IR,,,
Rob Ninkovich,,,,,,P,P,P,,Q,,,,,,Q,,13,NWE,,,,
Stevan Ridley,,P,,,Q,Q,,,,,,,,,,,,13,NWE,,,,
Matthew Slater,,Q,O,O,O,O,,Q,P,P,P,P,P,P,,,,13,NWE,,,,
Nate Solder,,,,,,,P,,,,,,,Q,Q,Q,,13,NWE,,,,
Brandon Spikes,,,,,,,,,,,Q,P,Q,Q,Q,Q,,13,NWE,,,,
Zach Sudfeld,,Q,P,P,Q,,,,,,,,,,,,,13,NWE,,,,
Will Svitek,Q,Q,Q,Q,Q,,,,,,,,Q,Q,Q,Q,,13,NWE,,,,
Aqib Talib,,,,,,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,P,,13,NWE,,,,
Kenbrell Thompkins,,,,,Q,,,,,,,,Q,Q,Q,Q,,13,NWE,,,,
Shane Vereen,,O,IR,IR,IR,IR,IR,IR,IR,IR,P,P,P,P,Q,P,,13,NWE,,,,
Sebastian Vollmer,,,,Q,Q,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,13,NWE,IR,,,
Leon Washington,,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,,,,,,,13,NWE,,,,
Ryan Wendell,,,,,,Q,,,,,,,,,,,,13,NWE,,,,
Chris White,,,,,,,,,,,,Q,,,,,,13,NWE,,,,
Vince Wilfork,,,,P,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,13,NWE,IR,,,
Adrian Wilson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,13,NWE,IR,,,
Tavon Wilson,,,,,Q,Q,Q,Q,Q,,,,,,,,,13,NWE,,,,
Markus Zusevics,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,13,NWE,IR,,,
Danny Aiken,,,,,,,,,,,,Q,Q,Q,Q,P,,14,NWE,,,,
Kyle Arrington,,,,,,,,,,,,Q,Q,,P,Q,Q,14,NWE,,,,
Akeem Ayers,,,,,,,,,,,,,,,,,,14,NWE,,P,,
LeGarrette Blount,,,,,,,,,,,,,,,Q,Q,Q,14,NWE,,,,
Tom Brady,P,,,,,Q,P,P,P,P,P,P,P,P,P,P,P,14,NWE,P,P,,
Brandon Browner,S,S,S,S,P,Q,Q,Q,P,,,,,,,P,Q,14,NWE,Q,,,
Michael Buchanan,Q,Q,Q,Q,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,14,NWE,IR,IR,,
Marcus Cannon,,,,,,,,,,,Q,Q,P,,,,,14,NWE,,,,
Jonathan Casillas,,,,,,,,,Q,,,,,,,,,14,NWE,,,,
Jamie Collins,,Q,Q,Q,Q,Q,Q,P,,,,,,,,P,,14,NWE,,,,
Dan Connolly,,,Q,Q,,,Q,Q,,,,Q,Q,Q,P,Q,Q,14,NWE,,,,
Alfonzo Dennard,,,Q,Q,Q,,,,,,,,,,,O,IR,14,NWE,IR,IR,,
Aaron Dobson,,,,,,,,,,,,,O,IR,IR,IR,IR,14,NWE,IR,IR,,
Dominique Easley,,,,,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,IR,IR,IR,14,NWE,IR,IR,,
Nate Ebner,,,,,Q,Q,Q,Q,Q,Q,Q,Q,,,,,,14,NWE,,,,
Julian Edelman,,,P,,,,,,,,Q,P,P,P,Q,P,P,14,NWE,,,,
Cameron Fleming,,,,,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,P,,14,NWE,,,,
Tyler Gaffney,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,14,NWE,IR,IR,,
Cameron Gordon,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,14,NWE,IR,IR,,
Jonas Gray,,,,,,,,,,,,,,,,P,Q,14,NWE,,,,
Rob Gronkowski,Q,P,P,P,P,,,,,,,,,,,,,14,NWE,,,,
Dont'a Hightower,,,,,Q,Q,Q,Q,P,,,,Q,Q,P,P,Q,14,NWE,P,P,,
Chandler Jones,,,,,Q,Q,Q,O,O,O,O,Q,Q,Q,Q,P,,14,NWE,,,,
Chris Jones,Q,Q,,,,,,,,,,,,,,,,14,NWE,Q,Q,,
Don Jones,,,Q,Q,,,,,,,,,,,,,,14,NWE,,,,
Brandon LaFell,,,,,,,,,,,,P,P,P,P,P,Q,14,NWE,P,,,
Jerod Mayo,,,,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,14,NWE,IR,IR,,
Devin McCourty,,,,,,Q,P,P,,,,,,,,,,14,NWE,,,,
Terrence Miller,IR,IR,IR,IR,IR,,,,,,,,,,,,,14,NWE,,,,
James Morris,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,14,NWE,IR,IR,,
Rob Ninkovich,,,,,,,,,,,,,,P,P,P,,14,NWE,,,,
Greg Orton,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,14,NWE,IR,IR,,
Darrelle Revis,,,,,,,,,,,,,,,,,,14,NWE,,,,
Stevan Ridley,,,,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,14,NWE,IR,IR,,
Sealver Siliga,Q,Q,Q,D,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,14,NWE,,P,,
Matthew Slater,,,,,,Q,Q,Q,Q,Q,,,,,,,,14,NWE,,,,
Nate Solder,,,,,,,,,,,,,,,,,Q,14,NWE,,,,
Bryan Stork,,,,,,Q,Q,Q,,,,,,,,,,14,NWE,Q,Q,,
Brian Tyms,S,S,S,S,P,,,,,,,,,,,,,14,NWE,,,,
Shane Vereen,,,P,,,,,Q,,,,P,P,P,P,P,,14,NWE,,,,
Ryan Wendell,,Q,Q,,,,,,,Q,Q,,,,,,,14,NWE,,,,
Chris White,,,,,,,,,,,,Q,Q,Q,Q,P,,14,NWE,,,,
Danny Amendola,,,,,,,,,,,Q,Q,Q,P,Q,Q,Q,15,NWE,Q,,,
LeGarrette Blount,,,,,,,,,,,,,,IR,IR,IR,IR,15,NWE,IR,,,
Brandon Bolden,,,,,,Q,Q,,,,,,,,,,,15,NWE,,,,
Tom Brady,,,,,,,,,,,,,,Q,,,P,15,NWE,P,,,
Alan Branch,,,,,,,,,,P,P,P,,,,,,15,NWE,,,,
Tarell Brown,,,,P,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,15,NWE,IR,,,
Travaris Cadet,Q,P,,,,,,,,,,,,,,,,15,NWE,,,,
Marcus Cannon,,,,,,O,O,O,O,Q,P,P,P,,,,,15,NWE,,,,
Scott Chandler,,,,,,,,,,,,P,Q,Q,Q,Q,Q,15,NWE,Q,,,
Patrick Chung,,,,,,,,,,,,Q,Q,Q,Q,Q,,15,NWE,P,,,
Justin Coleman,,,,,,,,,Q,O,O,Q,Q,P,P,O,Q,15,NWE,,,,
Jamie Collins,,,,,,,,,O,O,D,Q,,,,,,15,NWE,Q,,,
A.J. Derby,,,,,,,,,,,,,,,,,,15,NWE,IR,,,
James Develin,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,15,NWE,IR,,,
Aaron Dobson,,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,15,NWE,IR,,,
Dominique Easley,,D,Q,,,,,,,,,Q,,IR,IR,IR,IR,15,NWE,IR,,,
Nate Ebner,,,,,,,,,,,,,,,Q,,Q,15,NWE,Q,,,
Julian Edelman,,,,,,,,P,P,O,O,O,O,D,D,O,Q,15,NWE,Q,,,
Darius Fleming,,,,,,,,,,,,,,,,,,15,NWE,Q,,,
Bradley Fletcher,,,,Q,,,,,,,,,,,,,,15,NWE,,,,
Dane Fletcher,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,15,NWE,IR,,,
Trey Flowers,Q,P,P,Q,Q,Q,P,,,,,IR,IR,IR,IR,IR,IR,15,NWE,IR,,,
Jonathan Freeny,,,,,,,,,,,,,,O,O,O,Q,15,NWE,Q,,,
Tyler Gaffney,,,,,,,,,,,,,,,,,,15,NWE,IR,,,
Brandon Gibson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,15,NWE,IR,,,
Rob Gronkowski,,,,,,,,,,,,O,Q,P,,,Q,15,NWE,Q,,,
Duron Harmon,,,,,,,,,P,,,,,,,,,15,NWE,,,,
Dont'a Hightower,,,P,,Q,Q,P,,,,,Q,Q,Q,Q,O,Q,15,NWE,Q,,,
Tre' Jackson,,,,,,,,,,,,,,,,,O,15,NWE,,,,
Rufus Johnson,,,,,,IR,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,15,NWE,IR,,,
Chandler Jones,,,,,,,,,,P,P,P,P,P,P,O,Q,15,NWE,Q,,,
Chris Jones,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,15,NWE,IR,,,
Josh Kline,,,,,,Q,P,,,,,,Q,Q,Q,Q,P,15,NWE,P,,,
Brandon LaFell,IR,IR,IR,IR,IR,,,,,,,,,,Q,Q,P,15,NWE,P,,,
Dion Lewis,,,,,Q,Q,Q,P,IR,IR,IR,IR,IR,IR,IR,IR,IR,15,NWE,IR,,,
Eric Martin,,,,,,,,,,,,,,O,,,,15,NWE,,,,
Keshawn Martin,,,,,,Q,Q,Q,Q,Q,Q,,,,,,,15,NWE,,,,
Shaq Mason,,,,,,Q,Q,Q,Q,P,,,,,,,,15,NWE,,,,
Jerod Mayo,,,,,,,,,,,,,,,,,,15,NWE,IR,,,
Devin McCourty,,,,,,,,,,,,,P,Q,Q,Q,P,15,NWE,P,,,
Rob Ninkovich,,,,,,,,,,,,,,,,Q,Q,15,NWE,Q,,,
Darryl Roberts,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,15,NWE,IR,,,
Logan Ryan,,,P,,,,,,,,,,,,,,,15,NWE,,,,
Jabaal Sheard,,,,,,O,O,O,Q,P,,,,,,,,15,NWE,,,,
Sealver Siliga,,,,,,,,,,,,,,,,Q,,15,NWE,,,,
Matthew Slater,,,,,,Q,,,,,,,Q,Q,,,,15,NWE,Q,,,
Nate Solder,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,15,NWE,IR,,,
Bryan Stork,IR,IR,IR,IR,IR,IR,IR,,,,,,,P,,,,15,NWE,Q,,,
Brian Tyms,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,15,NWE,IR,,,
Sebastian Vollmer,,,,,,,,,O,Q,,,,,,O,Q,15,NWE,Q,,,
LaAdrian Waddle,,,,,,,,,,,,,,,,Q,Q,15,NWE,Q,,,
Ryan Wendell,,O,O,P,,,,D,IR,IR,IR,IR,IR,IR,IR,IR,IR,15,NWE,IR,,,
Michael Williams,,,,,,,,,,,Q,Q,P,,,,,15,NWE,,,,
Tavon Wilson,Q,P,,,,,,,,,,,,,,,,15,NWE,,,,
Danny Amendola,,,,,,,,,,,,,O,O,O,O,,16,NWE,Q,,,
LeGarrette Blount,,,,,Q,Q,,,,,,,,,,,,16,NWE,,,,
Brandon Bolden,,,,,O,Q,Q,Q,,,,,,,,,,16,NWE,Q,,,
Tom Brady,,,,,,,,,,,Q,Q,,,Q,Q,,16,NWE,,,,
Alan Branch,,,,,,,,,Q,,,,,,,,,16,NWE,,,,
Jacoby Brissett,,,,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,16,NWE,IR,IR,,
Malcolm Butler,,Q,,,,,,,,,,,,Q,,,,16,NWE,,,,
Marcus Cannon,,Q,,Q,Q,Q,,,,,,,,,,,,16,NWE,,,,
Nate Ebner,,,,,,,,,,,,Q,,,,,,16,NWE,,,,
Julian Edelman,,,,,Q,Q,Q,Q,Q,Q,Q,Q,,,,,,16,NWE,,,,
Trey Flowers,Q,Q,Q,,,,,,,,,Q,,,,,,16,NWE,,,,
Michael Floyd,,,,,,,,Q,,,Q,,,,,,,16,NWE,,,,
Jonathan Freeny,,,Q,Q,Q,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,16,NWE,IR,IR,,
Jimmy Garoppolo,,,D,Q,Q,Q,,,,,,,,,,,,16,NWE,,,,
Rob Gronkowski,Q,Q,Q,Q,Q,Q,,,,O,Q,IR,IR,IR,IR,IR,IR,16,NWE,IR,IR,,
Woodrow Hamilton,,,,,,,Q,Q,,,,Q,,,,,,16,NWE,,,,
Dont'a Hightower,,D,Q,Q,Q,Q,,,,,,,,Q,Q,Q,,16,NWE,Q,,,
Chris Hogan,Q,Q,,,,,,,Q,O,Q,Q,,,,,,16,NWE,Q,,,
Tre' Jackson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,16,NWE,IR,IR,,
Cyrus Jones,,,,,,,,,,,Q,,,,,O,,16,NWE,,,,
Jonathan Jones,,,,,,,,Q,,,,,,,,,,16,NWE,,,,
Dion Lewis,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,16,NWE,,,,
Shaq Mason,Q,Q,,,,,,,,,,,,,,,,16,NWE,,,,
Shea McClellin,Q,Q,,,O,Q,Q,,,,,,,,,,,16,NWE,,,,
Malcolm Mitchell,Q,,,,,Q,Q,Q,,,,,,,,D,Q,16,NWE,Q,,,
Jordan Richards,,,,,,,,,,,,O,Q,Q,Q,,,16,NWE,,,,
Elandon Roberts,,,,,,,Q,Q,,,,Q,Q,Q,,,,16,NWE,,,,
Eric Rowe,,O,Q,Q,,,,,,,,,Q,Q,,,,16,NWE,,,,
Greg Scruggs,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,16,NWE,IR,IR,,
Matthew Slater,,,,,,,,,,,O,Q,Q,Q,Q,Q,,16,NWE,,,,
Nate Solder,Q,Q,,,,,,,,,,,,,,,,16,NWE,,,,
Joe Thuney,,,,,Q,Q,,,,,,,,,,,,16,NWE,,,,
Vincent Valentine,,,,,Q,Q,Q,Q,,,,,,,,,,16,NWE,,,,
Sebastian Vollmer,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,16,NWE,IR,IR,,
Michael Williams,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,16,NWE,IR,IR,,
Danny Amendola,,O,Q,,,,,Q,Q,Q,Q,,,,,,,17,NWE,,,,
David Andrews,,,,,,,,,,O,O,Q,,,,,,17,NWE,,,,
Johnson Bademosi,,,,,,,Q,,,,,,,,,,,17,NWE,,,,
Martellus Bennett,,,,,,,,,Q,Q,IR,IR,IR,IR,IR,IR,IR,17,NWE,IR,IR,,
Brandon Bolden,,,,,,,,,,,,,,,Q,,,17,NWE,,,,
Tom Brady,,,,,,,,,,,,,,,,,,17,NWE,Q,,,
Alan Branch,,,,,IR,,,,,,,,,O,O,O,Q,17,NWE,Q,IR,,
Malcom Brown,,,,,,,,O,O,Q,Q,,,,,,,17,NWE,,,,
Rex Burkhead,,,O,D,O,Q,,,,,,,,,O,O,Q,17,NWE,Q,,,
Marcus Cannon,,Q,Q,Q,Q,,,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,17,NWE,IR,IR,,
Patrick Chung,,,,,,,,,,,Q,,,,,,,17,NWE,,,,
Keionta Davis,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,17,NWE,IR,IR,,
Phillip Dorsett,,,Q,,,,,,,,,,,,,,,17,NWE,,,,
Nate Ebner,Q,Q,Q,,,,,,,,,IR,IR,IR,IR,IR,IR,17,NWE,IR,IR,,
Julian Edelman,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,17,NWE,IR,IR,,
Chase Farris,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,17,NWE,IR,IR,,
